O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source
29-9093.00,Surgical Assistants,19309,Insert or remove urinary bladder catheters.,Supplemental,78.0,07/2015,Incumbent
29-9093.00,Surgical Assistants,19304,Assist in volume replacement or autotransfusion techniques.,Supplemental,78.0,07/2015,Incumbent
29-9099.01,Midwives,17492,Complete birth certificates.,Supplemental,64.0,08/2021,Incumbent
29-9099.01,Midwives,17494,Collaborate in research studies.,Supplemental,65.0,08/2021,Incumbent
31-1121.00,Home Health Aides,18695,"Administer prescribed oral medications, under the written direction of physician or as directed by home care nurse or aide, and ensure patients take their medicine.",Supplemental,117.0,07/2014,Incumbent
31-1121.00,Home Health Aides,4252,Care for children with disabilities or who have sick parents or parents with disabilities.,Supplemental,121.0,07/2014,Incumbent
31-1121.00,Home Health Aides,4250,"Accompany clients to doctors' offices or on other trips outside the home, providing transportation, assistance, and companionship.",Supplemental,121.0,07/2014,Incumbent
31-1121.00,Home Health Aides,4248,Change dressings.,Supplemental,120.0,07/2014,Incumbent
31-1122.00,Personal Care Aides,2378,Train family members to provide bedside care.,Supplemental,57.0,08/2023,Incumbent
31-1122.00,Personal Care Aides,2375,"Plan, shop for, or prepare nutritious meals or assist families in planning, shopping for, or preparing nutritious meals.",Supplemental,56.0,08/2023,Incumbent
31-1122.00,Personal Care Aides,2377,"Transport clients to locations outside the home, such as to physicians' offices or on outings, using a motor vehicle.",Supplemental,57.0,08/2023,Incumbent
31-1131.00,Nursing Assistants,19329,Position or hold patients in position for surgical preparation.,Supplemental,85.0,08/2020,Incumbent
31-1131.00,Nursing Assistants,19337,"Set up treating or testing equipment, such as oxygen tents, portable radiograph (x-ray) equipment, or overhead irrigation bottles, as directed by a physician or nurse.",Supplemental,84.0,08/2020,Incumbent
31-1131.00,Nursing Assistants,19316,"Administer medications or treatments, such as catheterizations, suppositories, irrigations, enemas, massages, or douches, as directed by a physician or nurse.",Supplemental,84.0,08/2020,Incumbent
31-1131.00,Nursing Assistants,19318,"Apply clean dressings, slings, stockings, or support bandages, under direction of nurse or physician.",Supplemental,84.0,08/2020,Incumbent
31-1131.00,Nursing Assistants,19338,"Stock or issue medical supplies, such as dressing packs or treatment trays.",Supplemental,81.0,08/2020,Incumbent
31-1131.00,Nursing Assistants,19345,Explain medical instructions to patients or family members.,Supplemental,79.0,08/2020,Incumbent
31-1131.00,Nursing Assistants,19348,"Transport specimens, laboratory items, or pharmacy items, ensuring proper documentation and delivery to authorized personnel.",Supplemental,84.0,08/2020,Incumbent
31-1132.00,Orderlies,19352,"Clean and sanitize patient rooms, bathrooms, examination rooms, or other patient areas.",Supplemental,90.0,07/2016,Incumbent
31-1132.00,Orderlies,19354,"Collect and transport infectious or hazardous waste in closed containers for sterilization or disposal, in accordance with applicable law, standards, or policies.",Supplemental,90.0,07/2016,Incumbent
31-1132.00,Orderlies,19368,"Transport specimens, laboratory items, or pharmacy items, ensuring proper documentation and delivery to authorized personnel.",Supplemental,88.0,07/2016,Incumbent
31-1132.00,Orderlies,19355,Collect soiled linen or trash.,Supplemental,90.0,07/2016,Incumbent
31-1132.00,Orderlies,19370,"Provide physical support to patients to assist them to perform daily living activities, such as getting out of bed, bathing, dressing, using the toilet, standing, walking, or exercising.",Supplemental,89.0,07/2016,Incumbent
31-1132.00,Orderlies,19371,"Separate collected materials for disposal, recycling, or reuse, in accordance with environmental policies.",Supplemental,89.0,07/2016,Incumbent
31-1132.00,Orderlies,19360,Restrain patients to prevent violence or injury or to assist physicians or nurses to administer treatments.,Supplemental,87.0,07/2016,Incumbent
31-1132.00,Orderlies,19369,"Turn or reposition bedridden patients, alone or with assistance, to prevent bedsores.",Supplemental,89.0,07/2016,Incumbent
31-1132.00,Orderlies,19358,Position or hold patients in position for surgical preparation.,Supplemental,89.0,07/2016,Incumbent
31-1132.00,Orderlies,19363,"Stock utility rooms, nonmedical storage rooms, or cleaning carts with supplies.",Supplemental,89.0,07/2016,Incumbent
31-1132.00,Orderlies,19349,"Answer patient call signals, signal lights, bells, or intercom systems to determine patients' needs.",Supplemental,89.0,07/2016,Incumbent
31-1132.00,Orderlies,19362,"Stock or issue medical supplies, such as dressing packs or treatment trays.",Supplemental,88.0,07/2016,Incumbent
31-1132.00,Orderlies,19365,Transport bodies to the morgue.,Supplemental,88.0,07/2016,Incumbent
31-1132.00,Orderlies,19361,Serve or collect food trays.,Supplemental,89.0,07/2016,Incumbent
31-1133.00,Psychiatric Aides,1999,"Perform nursing duties, such as administering medications, measuring vital signs, collecting specimens, or drawing blood samples.",Supplemental,54.0,08/2023,Incumbent
31-1133.00,Psychiatric Aides,2002,Interview patients upon admission and record information.,Supplemental,54.0,08/2023,Incumbent
31-2011.00,Occupational Therapy Assistants,4272,Assist educational specialists or clinical psychologists in administering situational or diagnostic tests to measure client's abilities or progress.,Supplemental,54.0,08/2022,Incumbent
31-2012.00,Occupational Therapy Aides,9402,"Evaluate the living skills and capacities of clients with physical, developmental, or mental health disabilities.",Supplemental,59.0,08/2020,Incumbent
31-2012.00,Occupational Therapy Aides,9412,"Accompany patients on outings, providing transportation when necessary.",Supplemental,59.0,08/2020,Incumbent
31-2012.00,Occupational Therapy Aides,9411,Assist educational specialists or clinical psychologists in administering situational or diagnostic tests to measure client's abilities or progress.,Supplemental,59.0,08/2020,Incumbent
31-2021.00,Physical Therapist Assistants,2022,Prepare treatment areas and electrotherapy equipment for use by physiotherapists.,Supplemental,57.0,08/2020,Incumbent
31-2021.00,Physical Therapist Assistants,2020,"Administer traction to relieve neck or back pain, using intermittent or static traction equipment.",Supplemental,58.0,08/2020,Incumbent
31-2021.00,Physical Therapist Assistants,21194,Perform therapeutic wound care.,Supplemental,58.0,08/2020,Incumbent
31-2022.00,Physical Therapist Aides,4279,Record treatment given and equipment used.,Supplemental,59.0,08/2023,Incumbent
31-2022.00,Physical Therapist Aides,4286,"Measure patient's range-of-joint motion, body parts, or vital signs to determine effects of treatments or for patient evaluations.",Supplemental,59.0,08/2023,Incumbent
31-2022.00,Physical Therapist Aides,4287,"Train patients to use orthopedic braces, prostheses, or supportive devices.",Supplemental,59.0,08/2023,Incumbent
31-2022.00,Physical Therapist Aides,4290,"Administer traction to relieve neck or back pain, using intermittent or static traction equipment.",Supplemental,59.0,08/2023,Incumbent
31-2022.00,Physical Therapist Aides,4288,"Fit patients for orthopedic braces, prostheses, or supportive devices, adjusting fit as needed.",Supplemental,59.0,08/2023,Incumbent
31-2022.00,Physical Therapist Aides,4289,"Participate in patient care tasks, such as assisting with passing food trays, feeding residents, or bathing residents on bed rest.",Supplemental,59.0,08/2023,Incumbent
31-9011.00,Massage Therapists,7886,"Use complementary aids, such as infrared lamps, wet compresses, ice, and whirlpool baths to promote clients' recovery, relaxation, and well-being.",Supplemental,26.0,08/2021,Occupational Expert
31-9091.00,Dental Assistants,560,"Clean teeth, using dental instruments.",Supplemental,60.0,08/2021,Incumbent
31-9091.00,Dental Assistants,18553,"Fabricate and fit orthodontic appliances and materials for patients, such as retainers, wires, or bands.",Supplemental,61.0,08/2021,Incumbent
31-9092.00,Medical Assistants,2042,"Keep financial records or perform other bookkeeping duties, such as handling credit or collections or mailing monthly statements to patients.",Supplemental,57.0,08/2021,Incumbent
31-9093.00,Medical Equipment Preparers,4295,"Disinfect and sterilize equipment, such as respirators, hospital beds, or oxygen or dialysis equipment, using sterilizers, aerators, or washers.",Supplemental,76.0,07/2014,Incumbent
31-9093.00,Medical Equipment Preparers,4302,Purge wastes from equipment by connecting equipment to water sources and flushing water through systems.,Supplemental,78.0,07/2014,Incumbent
31-9093.00,Medical Equipment Preparers,4303,Deliver equipment to specified hospital locations or to patients' residences.,Supplemental,79.0,07/2014,Incumbent
31-9093.00,Medical Equipment Preparers,4304,"Assist hospital staff with patient care duties, such as providing transportation or setting up traction.",Supplemental,78.0,07/2014,Incumbent
31-9094.00,Medical Transcriptionists,9426,"Receive patients, schedule appointments, and maintain patient records.",Supplemental,50.0,08/2021,Incumbent
31-9094.00,Medical Transcriptionists,9422,"Answer inquiries concerning the progress of medical cases, within the limits of confidentiality laws.",Supplemental,50.0,08/2021,Incumbent
31-9095.00,Pharmacy Aides,2050,Prepare prescription labels by typing or operating a computer and printer.,Supplemental,74.0,07/2014,Incumbent
31-9095.00,Pharmacy Aides,2059,"Compound, package, and label pharmaceutical products, under direction of pharmacist.",Supplemental,74.0,07/2014,Incumbent
31-9095.00,Pharmacy Aides,2058,"Process medical insurance claims, posting bill amounts and calculating copayments.",Supplemental,74.0,07/2014,Incumbent
31-9095.00,Pharmacy Aides,2054,"Perform clerical tasks, such as filing, compiling and maintaining prescription records, or composing letters.",Supplemental,72.0,07/2014,Incumbent
31-9095.00,Pharmacy Aides,2057,"Prepare, maintain, and record records of inventories, receipts, purchases, or deliveries, using a variety of computer screen formats.",Supplemental,74.0,07/2014,Incumbent
31-9095.00,Pharmacy Aides,2062,"Deliver medication to treatment areas, living units, residences, or clinics, using various means of transportation.",Supplemental,74.0,07/2014,Incumbent
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,4307,Administer anesthetics during surgery and monitor the effects on animals.,Supplemental,64.0,08/2020,Incumbent
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,4333,"Groom, trim, or clip animals' coats.",Supplemental,64.0,08/2020,Incumbent
31-9097.00,Phlebotomists,19383,"Administer subcutaneous or intramuscular injects, in accordance with licensing restrictions.",Supplemental,22.0,08/2019,Occupational Expert
31-9097.00,Phlebotomists,19377,"Draw blood from arteries, using arterial collection techniques.",Supplemental,22.0,08/2019,Occupational Expert
31-9097.00,Phlebotomists,19390,"Monitor blood or plasma donors during and after procedures to ensure health, safety, and comfort.",Supplemental,22.0,08/2019,Occupational Expert
31-9097.00,Phlebotomists,19388,"Determine donor suitability, according to interview results, vital signs, and medical history.",Supplemental,21.0,08/2019,Occupational Expert
31-9097.00,Phlebotomists,19384,"Calibrate or maintain machines, such as those used for plasma collection.",Supplemental,22.0,08/2019,Occupational Expert
